state,varroa mites,other pests,diseases,pesticides,other,unknown,quarter,state code,year,initial count,max,lost,added,renovated,period,region,lost perc,renovated perc,new count,end count
Kansas,77.2,20.8,12.15,18.05,11.4,2.25,Q2,KS,2019,6000.0,6000.0,1700.0,280.0,255.0,2019Q2,Midwest,28.0,4.0,4300.0,4835.0
Kansas,67.5,33.8,21.8,23.9,1.2,0.5,Q3,KS,2019,7500.0,7500.0,1900.0,190.0,400.0,2019Q3,Midwest,25.0,5.0,5600.0,6190.0
Kansas,65.8,15.0,11.9,43.4,0.4,14.4,Q4,KS,2019,4800.0,4900.0,650.0,190.0,460.0,2019Q4,Midwest,13.0,9.0,4150.0,4800.0
Kansas,13.3,8.1,7.8,7.8,3.1,11.3,Q1,KS,2020,4500.0,6500.0,760.0,2000.0,130.0,2020Q1,Midwest,12.0,2.0,3740.0,5870.0
Kansas,68.4,34.1,24.0,32.8,28.9,14.3,Q2,KS,2020,7500.0,8000.0,680.0,1900.0,1800.0,2020Q2,Midwest,9.0,23.0,6820.0,10520.0
Kansas,93.8,24.8,15.6,34.1,2.1,0.0,Q3,KS,2020,7000.0,7000.0,910.0,600.0,730.0,2020Q3,Midwest,13.0,10.0,6090.0,7420.0
Kansas,37.7,30.3,1.2,33.3,26.4,25.9,Q4,KS,2020,6000.0,7000.0,2400.0,460.0,170.0,2020Q4,Midwest,34.0,2.0,3600.0,4230.0
Kentucky,10.8,10.7,2.5,2.5,22.7,12.9,Q1,KY,2015,7500.0,10500.0,4100.0,250.0,1500.0,2015Q1,South,39.0,20.0,3400.0,5150.0
Kentucky,21.7,18.2,5.3,1.8,9.5,2.9,Q2,KY,2015,7500.0,8500.0,980.0,3600.0,1500.0,2015Q2,South,12.0,18.0,6520.0,11620.0
Kentucky,40.4,11.3,1.2,6.5,9.0,2.0,Q3,KY,2015,10000.0,10000.0,1300.0,170.0,550.0,2015Q3,South,13.0,6.0,8700.0,9420.0
Kentucky,22.2,14.8,0.4,9.8,7.2,1.7,Q4,KY,2015,8500.0,8500.0,1100.0,20.0,10.0,2015Q4,South,13.0,0.0,7400.0,7430.0
Kentucky,23.6,9.0,0.7,6.3,12.5,8.4,Q1,KY,2016,6500.0,6500.0,1300.0,390.0,40.0,2016Q1,South,20.0,1.0,5200.0,5630.0
Kentucky,38.9,36.1,1.7,28.4,16.0,3.8,Q2,KY,2016,5500.0,6000.0,450.0,2100.0,270.0,2016Q2,South,8.0,5.0,5050.0,7420.0
Kentucky,42.3,25.7,0.9,11.5,7.4,4.5,Q3,KY,2016,7500.0,7500.0,1000.0,900.0,230.0,2016Q3,South,13.0,3.0,6500.0,7630.0
Kentucky,48.2,22.3,3.3,3.0,10.3,5.7,Q4,KY,2016,7500.0,7500.0,950.0,60.0,80.0,2016Q4,South,13.0,1.0,6550.0,6690.0
Kentucky,31.9,11.5,0.4,3.8,16.0,7.5,Q1,KY,2017,6500.0,7000.0,1300.0,950.0,430.0,2017Q1,South,19.0,6.0,5200.0,6580.0
Kentucky,25.7,11.6,1.0,4.5,4.3,4.9,Q2,KY,2017,7000.0,7500.0,900.0,3100.0,590.0,2017Q2,South,12.0,8.0,6100.0,9790.0
Kentucky,46.4,39.2,4.6,0.6,10.3,6.2,Q3,KY,2017,9000.0,9000.0,1600.0,450.0,700.0,2017Q3,South,18.0,8.0,7400.0,8550.0
Kentucky,54.3,24.4,0.5,6.5,5.6,19.1,Q4,KY,2017,7500.0,7500.0,870.0,50.0,120.0,2017Q4,South,12.0,2.0,6630.0,6800.0
Kentucky,43.0,29.6,0.9,11.0,8.0,5.9,Q1,KY,2018,5500.0,5500.0,1200.0,760.0,20.0,2018Q1,South,22.0,0.0,4300.0,5080.0
Kentucky,40.9,20.2,0.6,1.0,4.1,5.9,Q2,KY,2018,5500.0,6000.0,910.0,1500.0,560.0,2018Q2,South,15.0,9.0,4590.0,6650.0
Kentucky,47.1,26.5,1.6,1.5,4.5,7.6,Q3,KY,2018,6500.0,7000.0,840.0,300.0,660.0,2018Q3,South,12.0,9.0,5660.0,6620.0
Kentucky,57.1,41.9,1.2,6.8,5.5,4.3,Q4,KY,2018,7000.0,7000.0,2000.0,60.0,430.0,2018Q4,South,29.0,6.0,5000.0,5490.0
Kentucky,21.6,12.9,0.1,5.3,10.7,4.6,Q1,KY,2019,3700.0,4400.0,890.0,60.0,30.0,2019Q1,South,20.0,1.0,2810.0,2900.0
Kentucky,25.4,15.25,0.25,5.25,9.3,6.6,Q2,KY,2019,5850.0,6450.0,870.0,380.0,230.0,2019Q2,South,15.0,4.0,4980.0,5590.0
Kentucky,29.2,17.6,0.4,5.2,7.9,8.6,Q3,KY,2019,8000.0,8500.0,850.0,700.0,430.0,2019Q3,South,10.0,5.0,7150.0,8280.0
Kentucky,33.0,20.1,0.2,5.3,12.0,9.9,Q4,KY,2019,8500.0,8500.0,410.0,190.0,170.0,2019Q4,South,5.0,2.0,8090.0,8450.0
Kentucky,17.4,2.6,2.0,0.0,7.6,6.5,Q1,KY,2020,7000.0,11000.0,1200.0,1400.0,120.0,2020Q1,South,11.0,1.0,5800.0,7320.0
Kentucky,18.3,10.9,0.0,1.2,2.9,3.2,Q2,KY,2020,11000.0,11000.0,1200.0,4200.0,3500.0,2020Q2,South,11.0,32.0,9800.0,17500.0
Kentucky,23.3,4.0,1.4,1.6,2.4,5.1,Q3,KY,2020,11500.0,12000.0,1400.0,800.0,510.0,2020Q3,South,12.0,4.0,10100.0,11410.0
Kentucky,23.8,8.8,1.4,1.6,8.2,9.0,Q4,KY,2020,11500.0,11500.0,1100.0,380.0,520.0,2020Q4,South,10.0,5.0,10400.0,11300.0
Louisiana,17.2,4.7,4.3,1.7,3.1,2.1,Q1,LA,2015,51000.0,51000.0,8000.0,3100.0,6500.0,2015Q1,South,16.0,13.0,43000.0,52600.0
Louisiana,36.4,3.7,0.2,1.1,5.0,0.5,Q2,LA,2015,44000.0,45000.0,1800.0,6500.0,8000.0,2015Q2,South,4.0,18.0,42200.0,56700.0
Louisiana,25.9,2.3,0.0,1.6,3.0,0.2,Q3,LA,2015,50000.0,55000.0,2000.0,2300.0,1800.0,2015Q3,South,4.0,3.0,48000.0,52100.0
Louisiana,10.9,1.0,0.0,0.6,2.4,0.2,Q4,LA,2015,55000.0,71000.0,4900.0,1100.0,2400.0,2015Q4,South,7.0,3.0,50100.0,53600.0
Louisiana,22.8,14.2,18.6,0.4,12.4,1.9,Q1,LA,2016,54000.0,55000.0,11000.0,9500.0,2600.0,2016Q1,South,20.0,5.0,43000.0,55100.0
Louisiana,20.7,1.1,9.3,0.3,1.2,0.6,Q2,LA,2016,52000.0,53000.0,4300.0,10000.0,9500.0,2016Q2,South,8.0,18.0,47700.0,67200.0
Louisiana,39.5,26.1,0.0,1.6,9.6,0.7,Q3,LA,2016,51000.0,60000.0,7000.0,2600.0,2100.0,2016Q3,South,12.0,4.0,44000.0,48700.0
Louisiana,2.9,1.0,1.0,0.1,0.7,1.2,Q4,LA,2016,48000.0,57000.0,2000.0,250.0,340.0,2016Q4,South,4.0,1.0,46000.0,46590.0
Louisiana,25.8,9.6,0.1,1.8,4.3,1.8,Q1,LA,2017,44000.0,47000.0,2700.0,11000.0,1900.0,2017Q1,South,6.0,4.0,41300.0,54200.0
Louisiana,23.2,3.1,0.2,1.6,1.5,0.7,Q2,LA,2017,56000.0,62000.0,2600.0,4100.0,8000.0,2017Q2,South,4.0,13.0,53400.0,65500.0
Louisiana,59.2,74.5,0.3,1.6,4.0,14.9,Q3,LA,2017,64000.0,64000.0,13500.0,14500.0,34000.0,2017Q3,South,21.0,53.0,50500.0,99000.0
Louisiana,31.5,26.6,0.3,0.6,2.1,10.4,Q4,LA,2017,58000.0,60000.0,2700.0,390.0,1900.0,2017Q4,South,5.0,3.0,55300.0,57590.0
Louisiana,4.9,0.7,0.2,0.7,4.5,1.6,Q1,LA,2018,50000.0,52000.0,3600.0,4100.0,320.0,2018Q1,South,7.0,1.0,46400.0,50820.0
Louisiana,8.1,5.9,0.2,0.8,1.2,1.3,Q2,LA,2018,48000.0,48000.0,1400.0,4900.0,4000.0,2018Q2,South,3.0,8.0,46600.0,55500.0
Louisiana,31.3,29.9,0.2,1.7,1.0,1.6,Q3,LA,2018,53000.0,53000.0,1900.0,1600.0,2300.0,2018Q3,South,4.0,4.0,51100.0,55000.0
Louisiana,16.6,6.7,0.3,5.9,1.0,1.7,Q4,LA,2018,50000.0,52000.0,2600.0,130.0,200.0,2018Q4,South,5.0,0.0,47400.0,47730.0
Louisiana,57.8,1.3,0.1,0.3,1.0,0.7,Q1,LA,2019,49000.0,51000.0,3500.0,9000.0,16000.0,2019Q1,South,7.0,31.0,45500.0,70500.0
Louisiana,62.45,34.05,0.25,28.65,1.75,1.7,Q2,LA,2019,45500.0,47500.0,3800.0,6700.0,14500.0,2019Q2,South,8.0,32.0,41700.0,62900.0
Louisiana,67.1,66.8,0.4,57.0,2.5,2.7,Q3,LA,2019,42000.0,44000.0,4100.0,4400.0,13000.0,2019Q3,South,9.0,30.0,37900.0,55300.0
Louisiana,33.0,18.5,3.5,0.7,6.1,0.9,Q4,LA,2019,41000.0,46000.0,2300.0,70.0,80.0,2019Q4,South,5.0,0.0,38700.0,38850.0
Louisiana,26.5,7.0,0.7,1.2,1.4,0.6,Q1,LA,2020,44000.0,48000.0,4800.0,9000.0,20000.0,2020Q1,South,10.0,42.0,39200.0,68200.0
Louisiana,23.7,4.7,0.5,0.0,3.5,1.3,Q2,LA,2020,53000.0,53000.0,1800.0,2300.0,4700.0,2020Q2,South,3.0,9.0,51200.0,58200.0
Louisiana,27.2,14.4,4.7,0.8,3.6,3.4,Q3,LA,2020,48000.0,48000.0,2600.0,1200.0,3100.0,2020Q3,South,5.0,6.0,45400.0,49700.0
Louisiana,22.2,2.9,4.7,0.0,2.9,0.0,Q4,LA,2020,46000.0,52000.0,1700.0,30.0,620.0,2020Q4,South,3.0,1.0,44300.0,44950.0
Maine,4.4,0.1,0.0,0.0,7.5,1.9,Q1,ME,2015,3100.0,6500.0,380.0,20.0,700.0,2015Q1,Northeast,6.0,23.0,2720.0,3440.0
Maine,72.1,34.5,0.1,34.5,0.5,0.1,Q2,ME,2015,4600.0,30000.0,3200.0,3500.0,700.0,2015Q2,Northeast,11.0,2.0,1400.0,5600.0
Maine,9.9,3.4,13.2,0.0,2.6,7.8,Q3,ME,2015,6000.0,6000.0,450.0,410.0,140.0,2015Q3,Northeast,8.0,2.0,5550.0,6100.0
Maine,18.0,0.2,0.0,0.0,0.1,0.4,Q4,ME,2015,4700.0,4700.0,60.0,530.0,20.0,2015Q4,Northeast,1.0,0.0,4640.0,5190.0
Maine,3.3,0.4,0.3,15.55,0.8,1.4,Q1,ME,2016,2200.0,3700.0,170.0,520.0,290.0,2016Q1,Northeast,5.0,13.0,2030.0,2840.0
Maine,82.7,0.25,4.3,31.1,2.4,27.9,Q2,ME,2016,3600.0,25000.0,4200.0,510.0,560.0,2016Q2,Northeast,17.0,2.0,-600.0,470.0
Maine,9.3,0.1,0.2,23.43,0.6,14.0,Q3,ME,2016,5500.0,5500.0,420.0,240.0,140.0,2016Q3,Northeast,8.0,3.0,5080.0,5460.0
Maine,10.7,0.8,0.1,15.77,5.8,0.1,Q4,ME,2016,3500.0,3500.0,280.0,170.0,560.0,2016Q4,Northeast,8.0,16.0,3220.0,3950.0
Maine,23.9,20.9,30.5,8.1,26.3,7.45,Q1,ME,2017,2700.0,3100.0,1000.0,100.0,980.0,2017Q1,Northeast,32.0,36.0,1700.0,2780.0
Maine,4.4,4.3,4.1,4.3,2.0,14.8,Q2,ME,2017,2200.0,33000.0,910.0,1100.0,1400.0,2017Q2,Northeast,3.0,4.0,1290.0,3790.0
Maine,3.4,0.9,0.9,3.9,1.2,0.1,Q3,ME,2017,5500.0,6000.0,400.0,210.0,290.0,2017Q3,Northeast,7.0,5.0,5100.0,5600.0
Maine,24.9,6.2,0.4,3.03,0.6,3.75,Q4,ME,2017,5500.0,6000.0,60.0,220.0,110.0,2017Q4,Northeast,1.0,2.0,5440.0,5770.0
Maine,23.6,0.6,0.2,2.17,5.2,7.4,Q1,ME,2018,1900.0,1900.0,410.0,20.0,30.0,2018Q1,Northeast,22.0,2.0,1490.0,1540.0
Maine,1.4,0.8,0.2,1.3,0.5,0.0,Q2,ME,2018,2200.0,23000.0,3100.0,430.0,790.0,2018Q2,Northeast,13.0,3.0,-900.0,320.0
Maine,37.0,1.0,1.1,1.5,3.5,0.5,Q3,ME,2018,12500.0,12500.0,890.0,60.0,170.0,2018Q3,Northeast,7.0,1.0,11610.0,11840.0
Maine,9.3,5.1,0.0,1.7,1.2,0.1,Q4,ME,2018,12000.0,12000.0,1400.0,210.0,880.0,2018Q4,Northeast,12.0,7.0,10600.0,11690.0
Maine,2.3,0.1,0.03,1.9,1.4,0.8,Q1,ME,2019,7000.0,7000.0,470.0,10.0,30.0,2019Q1,Northeast,7.0,0.0,6530.0,6570.0
Maine,6.2,0.4,0.07,2.1,0.8,0.45,Q2,ME,2019,9250.0,9500.0,785.0,235.0,1765.0,2019Q2,Northeast,8.0,19.0,8465.0,10465.0
Maine,10.1,0.7,0.1,2.3,0.2,0.1,Q3,ME,2019,11500.0,12000.0,1100.0,460.0,3500.0,2019Q3,Northeast,9.0,29.0,10400.0,14360.0
Maine,20.5,0.95,0.1,2.5,0.3,0.2,Q4,ME,2019,11500.0,11500.0,770.0,110.0,40.0,2019Q4,Northeast,7.0,0.0,10730.0,10880.0
Maine,19.6,1.2,0.7,2.5,2.2,3.0,Q1,ME,2020,1300.0,1300.0,160.0,460.0,75.0,2020Q1,Northeast,12.0,6.0,1140.0,1675.0
Maine,47.1,0.0,26.8,2.5,0.5,4.6,Q2,ME,2020,1600.0,22000.0,700.0,520.0,110.0,2020Q2,Northeast,3.0,1.0,900.0,1530.0
Maine,65.2,2.5,0.7,2.5,4.6,6.2,Q3,ME,2020,9500.0,10000.0,1500.0,700.0,820.0,2020Q3,Northeast,15.0,8.0,8000.0,9520.0
Maine,30.8,0.0,0.5,2.5,1.2,0.6,Q4,ME,2020,9000.0,9000.0,100.0,180.0,250.0,2020Q4,Northeast,1.0,3.0,8900.0,9330.0
Maryland,10.1,1.8,0.4,0.0,24.2,12.4,Q1,MD,2015,7500.0,10000.0,4100.0,1600.0,870.0,2015Q1,South,41.0,9.0,3400.0,5870.0
Maryland,4.9,1.3,0.2,2.5,1.6,1.5,Q2,MD,2015,8000.0,11000.0,370.0,2600.0,710.0,2015Q2,South,3.0,7.0,7630.0,10940.0
Maryland,26.9,19.1,2.9,22.8,7.1,2.0,Q3,MD,2015,7000.0,7500.0,680.0,730.0,70.0,2015Q3,South,9.0,1.0,6320.0,7120.0
Maryland,5.6,2.0,0.1,0.0,0.2,4.3,Q4,MD,2015,7500.0,9500.0,730.0,965.0,40.0,2015Q4,South,8.0,1.0,6770.0,7775.0
Maryland,26.2,0.1,1.25,9.5,6.7,0.7,Q1,MD,2016,7500.0,7500.0,820.0,1200.0,10.0,2016Q1,South,11.0,0.0,6680.0,7890.0
Maryland,4.2,2.3,2.4,2.9,3.3,0.6,Q2,MD,2016,8000.0,9000.0,320.0,2800.0,400.0,2016Q2,South,4.0,4.0,7680.0,10880.0
Maryland,10.8,4.8,0.1,0.7,0.6,1.6,Q3,MD,2016,7000.0,7000.0,200.0,400.0,20.0,2016Q3,South,3.0,0.0,6800.0,7220.0
Maryland,23.8,8.3,4.5,4.6,5.8,0.6,Q4,MD,2016,7500.0,9500.0,500.0,20.0,30.0,2016Q4,South,5.0,0.0,7000.0,7050.0
Maryland,11.3,3.3,1.0,1.0,11.9,4.3,Q1,MD,2017,9000.0,9000.0,2100.0,770.0,260.0,2017Q1,South,23.0,3.0,6900.0,7930.0
Maryland,3.3,6.9,0.8,0.3,2.1,1.1,Q2,MD,2017,8000.0,9500.0,190.0,3400.0,930.0,2017Q2,South,2.0,10.0,7810.0,12140.0
Maryland,8.8,10.1,0.7,1.6,5.1,9.1,Q3,MD,2017,8500.0,8500.0,1600.0,1300.0,600.0,2017Q3,South,19.0,7.0,6900.0,8800.0
Maryland,7.9,3.1,0.2,1.1,1.8,7.8,Q4,MD,2017,8000.0,10500.0,1300.0,20.0,410.0,2017Q4,South,12.0,4.0,6700.0,7130.0
Maryland,18.2,5.6,4.4,1.5,14.3,3.1,Q1,MD,2018,8000.0,8000.0,1600.0,400.0,190.0,2018Q1,South,20.0,2.0,6400.0,6990.0
Maryland,11.8,3.4,0.8,0.3,4.4,0.4,Q2,MD,2018,7000.0,8000.0,370.0,2400.0,1200.0,2018Q2,South,5.0,15.0,6630.0,10230.0
Maryland,11.7,6.0,0.3,0.6,1.1,3.8,Q3,MD,2018,7500.0,7500.0,360.0,580.0,680.0,2018Q3,South,5.0,9.0,7140.0,8400.0
Maryland,16.6,5.3,0.3,1.2,4.9,1.7,Q4,MD,2018,7000.0,9000.0,690.0,60.0,90.0,2018Q4,South,8.0,1.0,6310.0,6460.0
Maryland,12.6,5.1,0.2,0.0,10.1,2.4,Q1,MD,2019,8000.0,8000.0,2300.0,30.0,10.0,2019Q1,South,29.0,0.0,5700.0,5740.0
Maryland,19.65,3.9,0.73,0.15,7.6,1.9,Q2,MD,2019,7750.0,7750.0,1545.0,375.0,605.0,2019Q2,South,20.0,8.0,6205.0,7185.0
Maryland,26.7,2.7,1.27,0.3,5.1,1.4,Q3,MD,2019,7500.0,7500.0,790.0,720.0,1200.0,2019Q3,South,11.0,16.0,6710.0,8630.0
Maryland,12.6,4.5,1.8,0.57,0.3,5.0,Q4,MD,2019,6500.0,8000.0,1100.0,390.0,420.0,2019Q4,South,14.0,5.0,5400.0,6210.0
Maryland,19.9,1.5,0.0,0.83,8.5,2.4,Q1,MD,2020,7000.0,7000.0,1900.0,1900.0,30.0,2020Q1,South,27.0,0.0,5100.0,7030.0
Maryland,14.3,1.1,0.1,1.1,3.2,0.5,Q2,MD,2020,7000.0,8000.0,670.0,4400.0,1700.0,2020Q2,South,8.0,21.0,6330.0,12430.0
Maryland,17.6,4.8,0.0,0.0,0.6,2.9,Q3,MD,2020,7500.0,7500.0,690.0,1200.0,220.0,2020Q3,South,9.0,3.0,6810.0,8230.0
Maryland,27.5,1.8,1.5,0.7,6.2,2.1,Q4,MD,2020,6000.0,8000.0,980.0,60.0,460.0,2020Q4,South,12.0,6.0,5020.0,5540.0
Massachusetts,23.5,3.5,2.1,2.8,7.6,4.7,Q1,MA,2015,2900.0,4600.0,1000.0,260.0,120.0,2015Q1,Northeast,22.0,3.0,1900.0,2280.0
Massachusetts,66.8,61.7,0.2,61.8,4.4,3.1,Q2,MA,2015,4100.0,14000.0,320.0,940.0,510.0,2015Q2,Northeast,2.0,4.0,3780.0,5230.0
Massachusetts,16.3,2.9,0.4,2.1,2.5,0.3,Q3,MA,2015,7500.0,7500.0,560.0,290.0,400.0,2015Q3,Northeast,8.0,5.0,6940.0,7630.0
Massachusetts,31.4,1.6,6.2,1.9,2.6,1.1,Q4,MA,2015,4500.0,4500.0,260.0,30.0,30.0,2015Q4,Northeast,6.0,1.0,4240.0,4300.0
Massachusetts,10.1,5.2,0.7,6.25,3.1,1.1,Q1,MA,2016,3000.0,3000.0,370.0,1200.0,140.0,2016Q1,Northeast,12.0,5.0,2630.0,3970.0
Massachusetts,40.5,10.6,0.3,10.6,2.3,11.9,Q2,MA,2016,4200.0,8500.0,300.0,1100.0,440.0,2016Q2,Northeast,4.0,5.0,3900.0,5440.0
Massachusetts,14.1,8.7,6.8,0.1,3.4,7.9,Q3,MA,2016,9500.0,9500.0,530.0,450.0,40.0,2016Q3,Northeast,6.0,0.0,8970.0,9460.0
Massachusetts,6.1,2.6,0.4,0.4,0.7,4.2,Q4,MA,2016,8000.0,8000.0,740.0,285.0,75.0,2016Q4,Northeast,9.0,1.0,7260.0,7620.0
Massachusetts,32.5,5.6,3.0,4.5,10.5,5.6,Q1,MA,2017,3300.0,3300.0,1500.0,120.0,110.0,2017Q1,Northeast,45.0,3.0,1800.0,2030.0
Massachusetts,14.8,12.5,12.9,11.0,0.4,1.6,Q2,MA,2017,2500.0,8000.0,140.0,1400.0,490.0,2017Q2,Northeast,2.0,6.0,2360.0,4250.0
Massachusetts,82.0,0.9,0.7,2.3,0.8,0.1,Q3,MA,2017,9000.0,9000.0,760.0,790.0,460.0,2017Q3,Northeast,8.0,5.0,8240.0,9490.0
Massachusetts,13.2,1.2,6.7,2.7,1.5,0.3,Q4,MA,2017,6000.0,6000.0,1100.0,120.0,550.0,2017Q4,Northeast,18.0,9.0,4900.0,5570.0
Massachusetts,19.6,1.1,0.8,0.8,9.6,7.4,Q1,MA,2018,3700.0,3700.0,1000.0,240.0,290.0,2018Q1,Northeast,27.0,8.0,2700.0,3230.0
Massachusetts,6.3,1.1,1.0,1.4,2.0,2.1,Q2,MA,2018,3500.0,8000.0,260.0,910.0,350.0,2018Q2,Northeast,3.0,4.0,3240.0,4500.0
Massachusetts,75.9,11.2,10.7,10.1,1.1,10.3,Q3,MA,2018,8000.0,10000.0,2200.0,850.0,730.0,2018Q3,Northeast,22.0,7.0,5800.0,7380.0
Massachusetts,33.2,9.2,8.1,9.4,3.4,5.3,Q4,MA,2018,4900.0,4900.0,650.0,110.0,320.0,2018Q4,Northeast,13.0,7.0,4250.0,4680.0
Massachusetts,10.3,7.1,5.47,4.3,6.3,0.9,Q1,MA,2019,3800.0,3800.0,680.0,60.0,20.0,2019Q1,Northeast,18.0,1.0,3120.0,3200.0
Massachusetts,11.65,5.0,2.83,2.15,3.5,4.1,Q2,MA,2019,8650.0,8650.0,890.0,430.0,290.0,2019Q2,Northeast,10.0,3.0,7760.0,8480.0
Massachusetts,13.0,2.9,0.2,0.0,0.7,7.3,Q3,MA,2019,13500.0,13500.0,1100.0,800.0,560.0,2019Q3,Northeast,8.0,4.0,12400.0,13760.0
Massachusetts,7.6,0.2,0.8,0.0,1.1,10.7,Q4,MA,2019,5000.0,5000.0,1200.0,60.0,130.0,2019Q4,Northeast,24.0,3.0,3800.0,3990.0
Massachusetts,13.9,0.5,1.8,0.0,4.5,2.2,Q1,MA,2020,3800.0,3800.0,470.0,1100.0,100.0,2020Q1,Northeast,12.0,3.0,3330.0,4530.0
Massachusetts,14.7,2.1,0.0,0.0,1.1,0.0,Q2,MA,2020,4400.0,13500.0,630.0,870.0,540.0,2020Q2,Northeast,5.0,4.0,3770.0,5180.0
Massachusetts,29.7,1.6,1.5,0.8,1.2,0.7,Q3,MA,2020,11000.0,11000.0,330.0,840.0,810.0,2020Q3,Northeast,3.0,7.0,10670.0,12320.0
Massachusetts,17.4,1.2,0.0,0.0,0.0,0.9,Q4,MA,2020,10000.0,10000.0,390.0,270.0,90.0,2020Q4,Northeast,4.0,1.0,9610.0,9970.0
Michigan,14.3,3.1,1.1,1.6,8.3,4.6,Q1,MI,2015,16500.0,60000.0,11500.0,7500.0,2400.0,2015Q1,Midwest,19.0,4.0,5000.0,14900.0
Michigan,26.9,13.0,0.6,9.1,16.4,3.1,Q2,MI,2015,58000.0,88000.0,9500.0,13500.0,5500.0,2015Q2,Midwest,11.0,6.0,48500.0,67500.0
Michigan,44.6,16.3,7.3,13.7,1.8,8.8,Q3,MI,2015,89000.0,89000.0,7000.0,3300.0,3800.0,2015Q3,Midwest,8.0,4.0,82000.0,89100.0
Michigan,30.2,4.1,0.0,4.1,3.2,3.7,Q4,MI,2015,67000.0,73000.0,9000.0,210.0,1600.0,2015Q4,Midwest,12.0,2.0,58000.0,59810.0
Michigan,5.9,0.2,0.0,0.5,1.3,11.3,Q1,MI,2016,25000.0,42000.0,5000.0,2300.0,80.0,2016Q1,Midwest,12.0,0.0,20000.0,22380.0
Michigan,54.1,9.3,1.1,16.5,11.8,1.1,Q2,MI,2016,40000.0,103000.0,7500.0,13500.0,3200.0,2016Q2,Midwest,7.0,3.0,32500.0,49200.0
Michigan,64.1,25.1,0.3,9.1,6.5,2.7,Q3,MI,2016,108000.0,108000.0,15000.0,11000.0,9500.0,2016Q3,Midwest,14.0,9.0,93000.0,113500.0
Michigan,23.9,1.5,0.1,2.7,4.0,0.6,Q4,MI,2016,101000.0,101000.0,12500.0,10.0,130.0,2016Q4,Midwest,12.0,0.0,88500.0,88640.0
Michigan,7.9,0.3,0.15,1.9,1.1,3.9,Q1,MI,2017,29000.0,59000.0,5000.0,600.0,130.0,2017Q1,Midwest,8.0,0.0,24000.0,24730.0
Michigan,19.1,7.2,0.2,2.1,0.9,0.5,Q2,MI,2017,55000.0,100000.0,7500.0,20000.0,13500.0,2017Q2,Midwest,8.0,14.0,47500.0,81000.0
Michigan,56.8,11.9,8.6,13.7,15.0,2.9,Q3,MI,2017,103000.0,109000.0,17500.0,4300.0,11500.0,2017Q3,Midwest,16.0,11.0,85500.0,101300.0
Michigan,53.8,13.6,5.3,23.6,1.5,2.0,Q4,MI,2017,88000.0,88000.0,11500.0,990.0,1900.0,2017Q4,Midwest,13.0,2.0,76500.0,79390.0
Michigan,21.4,3.5,0.7,7.4,12.0,5.9,Q1,MI,2018,16500.0,37000.0,7000.0,4000.0,3900.0,2018Q1,Midwest,19.0,11.0,9500.0,17400.0
Michigan,75.4,18.6,10.8,11.7,12.7,9.8,Q2,MI,2018,37000.0,70000.0,7500.0,23000.0,8500.0,2018Q2,Midwest,11.0,12.0,29500.0,61000.0
Michigan,92.4,13.8,1.1,23.8,19.5,18.6,Q3,MI,2018,88000.0,88000.0,8000.0,3000.0,22000.0,2018Q3,Midwest,9.0,25.0,80000.0,105000.0
Michigan,52.0,31.2,15.6,15.1,2.4,6.6,Q4,MI,2018,77000.0,77000.0,6000.0,3900.0,1800.0,2018Q4,Midwest,8.0,2.0,71000.0,76700.0
Michigan,18.2,5.8,1.5,0.2,12.2,0.7,Q1,MI,2019,24000.0,33000.0,6500.0,3600.0,2300.0,2019Q1,Midwest,20.0,10.0,17500.0,23400.0
Michigan,30.45,11.1,5.1,3.75,7.15,1.1,Q2,MI,2019,59000.0,66000.0,8750.0,3300.0,2800.0,2019Q2,Midwest,15.0,5.0,50250.0,56350.0
Michigan,42.7,16.4,8.7,7.3,2.1,1.5,Q3,MI,2019,94000.0,99000.0,11000.0,3000.0,3300.0,2019Q3,Midwest,11.0,3.0,83000.0,89300.0
Michigan,37.0,9.7,9.2,8.3,1.1,3.8,Q4,MI,2019,84000.0,84000.0,6500.0,820.0,1500.0,2019Q4,Midwest,8.0,2.0,77500.0,79820.0
Michigan,8.1,0.5,0.0,0.0,0.0,0.7,Q1,MI,2020,60000.0,60000.0,7000.0,10000.0,100.0,2020Q1,Midwest,12.0,0.0,53000.0,63100.0
Michigan,38.0,11.5,2.2,6.0,3.2,1.1,Q2,MI,2020,64000.0,85000.0,1500.0,11000.0,10000.0,2020Q2,Midwest,2.0,12.0,62500.0,83500.0
Michigan,53.1,14.5,3.4,8.9,5.9,1.0,Q3,MI,2020,96000.0,106000.0,34000.0,37000.0,11000.0,2020Q3,Midwest,32.0,10.0,62000.0,110000.0
Michigan,42.9,5.4,5.3,3.1,3.6,4.3,Q4,MI,2020,97000.0,101000.0,10500.0,2400.0,1600.0,2020Q4,Midwest,10.0,2.0,86500.0,90500.0
Minnesota,1.4,0.1,0.0,0.1,1.6,2.1,Q1,MN,2015,28000.0,74000.0,3700.0,690.0,530.0,2015Q1,Midwest,5.0,1.0,24300.0,25520.0
Minnesota,25.4,6.2,1.4,16.5,10.1,9.3,Q2,MN,2015,71000.0,125000.0,12500.0,20000.0,21000.0,2015Q2,Midwest,10.0,17.0,58500.0,99500.0
Minnesota,33.3,14.6,7.4,27.4,7.0,7.2,Q3,MN,2015,133000.0,136000.0,32000.0,640.0,2300.0,2015Q3,Midwest,24.0,2.0,101000.0,103940.0
